2021-09-29 11:43:32 strips_hgn.utils.logging_setup INFO     Writing logs to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/strips_hgn.log
2021-09-30 09:37:02 lightning    INFO     
Epoch 00500: val_loss  was not in top 10
2021-09-30 09:37:33 lightning    INFO     
Epoch 00501: val_loss reached 0.19191 (best 0.19191), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=501-val_loss=0.1919.ckpt as top 10
2021-09-30 09:38:07 lightning    INFO     
Epoch 00502: val_loss reached 0.19585 (best 0.19191), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=502-val_loss=0.1958.ckpt as top 10
2021-09-30 09:38:37 lightning    INFO     
Epoch 00503: val_loss  was not in top 10
2021-09-30 09:39:10 lightning    INFO     
Epoch 00504: val_loss  was not in top 10
2021-09-30 09:39:41 lightning    INFO     
Epoch 00505: val_loss  was not in top 10
2021-09-30 09:40:16 lightning    INFO     
Epoch 00506: val_loss  was not in top 10
2021-09-30 09:40:57 lightning    INFO     
Epoch 00507: val_loss  was not in top 10
2021-09-30 09:41:39 lightning    INFO     
Epoch 00508: val_loss  was not in top 10
2021-09-30 09:42:14 lightning    INFO     
Epoch 00509: val_loss  was not in top 10
2021-09-30 09:42:48 lightning    INFO     
Epoch 00510: val_loss  was not in top 10
2021-09-30 09:43:26 lightning    INFO     
Epoch 00511: val_loss  was not in top 10
2021-09-30 09:44:03 lightning    INFO     
Epoch 00512: val_loss reached 0.19422 (best 0.19191), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=512-val_loss=0.1942.ckpt as top 10
2021-09-30 09:44:36 lightning    INFO     
Epoch 00513: val_loss  was not in top 10
2021-09-30 09:45:15 lightning    INFO     
Epoch 00514: val_loss  was not in top 10
2021-09-30 09:45:49 lightning    INFO     
Epoch 00515: val_loss  was not in top 10
2021-09-30 09:46:25 lightning    INFO     
Epoch 00516: val_loss  was not in top 10
2021-09-30 09:46:59 lightning    INFO     
Epoch 00517: val_loss  was not in top 10
2021-09-30 09:47:29 lightning    INFO     
Epoch 00518: val_loss  was not in top 10
2021-09-30 09:48:00 lightning    INFO     
Epoch 00519: val_loss  was not in top 10
2021-09-30 09:48:30 lightning    INFO     
Epoch 00520: val_loss  was not in top 10
2021-09-30 09:49:01 lightning    INFO     
Epoch 00521: val_loss  was not in top 10
2021-09-30 09:49:33 lightning    INFO     
Epoch 00522: val_loss  was not in top 10
2021-09-30 09:50:05 lightning    INFO     
Epoch 00523: val_loss  was not in top 10
2021-09-30 09:50:36 lightning    INFO     
Epoch 00524: val_loss  was not in top 10
2021-09-30 09:51:07 lightning    INFO     
Epoch 00525: val_loss  was not in top 10
2021-09-30 09:51:37 lightning    INFO     
Epoch 00526: val_loss  was not in top 10
2021-09-30 09:52:07 lightning    INFO     
Epoch 00527: val_loss  was not in top 10
2021-09-30 09:52:37 lightning    INFO     
Epoch 00528: val_loss  was not in top 10
2021-09-30 09:53:26 lightning    INFO     
Epoch 00529: val_loss  was not in top 10
2021-09-30 09:54:08 lightning    INFO     
Epoch 00530: val_loss  was not in top 10
2021-09-30 09:54:50 lightning    INFO     
Epoch 00531: val_loss reached 0.18919 (best 0.18919), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=531-val_loss=0.1892.ckpt as top 10
2021-09-30 09:55:23 lightning    INFO     
Epoch 00532: val_loss  was not in top 10
2021-09-30 09:55:54 lightning    INFO     
Epoch 00533: val_loss  was not in top 10
2021-09-30 09:56:25 lightning    INFO     
Epoch 00534: val_loss  was not in top 10
2021-09-30 09:56:56 lightning    INFO     
Epoch 00535: val_loss  was not in top 10
2021-09-30 09:57:36 lightning    INFO     
Epoch 00536: val_loss  was not in top 10
2021-09-30 09:58:23 lightning    INFO     
Epoch 00537: val_loss  was not in top 10
2021-09-30 09:59:04 lightning    INFO     
Epoch 00538: val_loss  was not in top 10
2021-09-30 09:59:44 lightning    INFO     
Epoch 00539: val_loss  was not in top 10
2021-09-30 10:00:25 lightning    INFO     
Epoch 00540: val_loss  was not in top 10
2021-09-30 10:01:11 lightning    INFO     
Epoch 00541: val_loss  was not in top 10
2021-09-30 10:01:44 lightning    INFO     
Epoch 00542: val_loss  was not in top 10
2021-09-30 10:02:50 lightning    INFO     
Epoch 00543: val_loss  was not in top 10
2021-09-30 10:03:25 lightning    INFO     
Epoch 00544: val_loss  was not in top 10
2021-09-30 10:04:00 lightning    INFO     
Epoch 00545: val_loss  was not in top 10
2021-09-30 10:04:34 lightning    INFO     
Epoch 00546: val_loss  was not in top 10
2021-09-30 10:05:10 lightning    INFO     
Epoch 00547: val_loss  was not in top 10
2021-09-30 10:05:41 lightning    INFO     
Epoch 00548: val_loss  was not in top 10
2021-09-30 10:06:19 lightning    INFO     
Epoch 00549: val_loss  was not in top 10
2021-09-30 10:07:04 lightning    INFO     
Epoch 00550: val_loss  was not in top 10
2021-09-30 10:07:40 lightning    INFO     
Epoch 00551: val_loss  was not in top 10
2021-09-30 10:08:18 lightning    INFO     
Epoch 00552: val_loss  was not in top 10
2021-09-30 10:08:58 lightning    INFO     
Epoch 00553: val_loss  was not in top 10
2021-09-30 10:09:34 lightning    INFO     
Epoch 00554: val_loss  was not in top 10
2021-09-30 10:10:08 lightning    INFO     
Epoch 00555: val_loss  was not in top 10
2021-09-30 10:10:41 lightning    INFO     
Epoch 00556: val_loss  was not in top 10
2021-09-30 10:11:16 lightning    INFO     
Epoch 00557: val_loss  was not in top 10
2021-09-30 10:11:46 lightning    INFO     
Epoch 00558: val_loss reached 0.17929 (best 0.17929), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=558-val_loss=0.1793.ckpt as top 10
2021-09-30 10:12:22 lightning    INFO     
Epoch 00559: val_loss  was not in top 10
2021-09-30 10:12:53 lightning    INFO     
Epoch 00560: val_loss  was not in top 10
2021-09-30 10:13:28 lightning    INFO     
Epoch 00561: val_loss  was not in top 10
2021-09-30 10:13:59 lightning    INFO     
Epoch 00562: val_loss  was not in top 10
2021-09-30 10:14:31 lightning    INFO     
Epoch 00563: val_loss  was not in top 10
2021-09-30 10:15:02 lightning    INFO     
Epoch 00564: val_loss  was not in top 10
2021-09-30 10:15:36 lightning    INFO     
Epoch 00565: val_loss  was not in top 10
2021-09-30 10:16:08 lightning    INFO     
Epoch 00566: val_loss  was not in top 10
2021-09-30 10:17:17 lightning    INFO     
Epoch 00567: val_loss  was not in top 10
2021-09-30 10:18:21 lightning    INFO     
Epoch 00568: val_loss  was not in top 10
2021-09-30 10:19:19 lightning    INFO     
Epoch 00569: val_loss  was not in top 10
2021-09-30 10:20:20 lightning    INFO     
Epoch 00570: val_loss  was not in top 10
2021-09-30 10:21:12 lightning    INFO     
Epoch 00571: val_loss  was not in top 10
2021-09-30 10:22:09 lightning    INFO     
Epoch 00572: val_loss  was not in top 10
2021-09-30 10:22:48 lightning    INFO     
Epoch 00573: val_loss  was not in top 10
2021-09-30 10:23:31 lightning    INFO     
Epoch 00574: val_loss  was not in top 10
2021-09-30 10:24:16 lightning    INFO     
Epoch 00575: val_loss  was not in top 10
2021-09-30 10:25:17 lightning    INFO     
Epoch 00576: val_loss  was not in top 10
2021-09-30 10:26:04 lightning    INFO     
Epoch 00577: val_loss  was not in top 10
2021-09-30 10:26:55 lightning    INFO     
Epoch 00578: val_loss  was not in top 10
2021-09-30 10:28:17 lightning    INFO     
Epoch 00579: val_loss  was not in top 10
2021-09-30 10:28:58 lightning    INFO     
Epoch 00580: val_loss  was not in top 10
2021-09-30 10:29:37 lightning    INFO     
Epoch 00581: val_loss  was not in top 10
2021-09-30 10:30:31 lightning    INFO     
Epoch 00582: val_loss  was not in top 10
2021-09-30 10:31:03 lightning    INFO     
Epoch 00583: val_loss  was not in top 10
2021-09-30 10:31:34 lightning    INFO     
Epoch 00584: val_loss reached 0.19193 (best 0.17929), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=584-val_loss=0.1919.ckpt as top 10
2021-09-30 10:32:03 lightning    INFO     
Epoch 00585: val_loss  was not in top 10
2021-09-30 10:32:41 lightning    INFO     
Epoch 00586: val_loss  was not in top 10
2021-09-30 10:33:10 lightning    INFO     
Epoch 00587: val_loss  was not in top 10
2021-09-30 10:33:41 lightning    INFO     
Epoch 00588: val_loss  was not in top 10
2021-09-30 10:34:12 lightning    INFO     
Epoch 00589: val_loss  was not in top 10
2021-09-30 10:34:42 lightning    INFO     
Epoch 00590: val_loss  was not in top 10
2021-09-30 10:35:11 lightning    INFO     
Epoch 00591: val_loss  was not in top 10
2021-09-30 10:35:41 lightning    INFO     
Epoch 00592: val_loss  was not in top 10
2021-09-30 10:36:11 lightning    INFO     
Epoch 00593: val_loss  was not in top 10
2021-09-30 10:36:42 lightning    INFO     
Epoch 00594: val_loss  was not in top 10
2021-09-30 10:37:14 lightning    INFO     
Epoch 00595: val_loss  was not in top 10
2021-09-30 10:37:51 lightning    INFO     
Epoch 00596: val_loss  was not in top 10
2021-09-30 10:38:21 lightning    INFO     
Epoch 00597: val_loss  was not in top 10
2021-09-30 10:38:57 lightning    INFO     
Epoch 00598: val_loss  was not in top 10
2021-09-30 10:39:28 lightning    INFO     
Epoch 00599: val_loss  was not in top 10
2021-09-30 10:39:59 lightning    INFO     
Epoch 00600: val_loss  was not in top 10
2021-09-30 10:40:29 lightning    INFO     
Epoch 00601: val_loss  was not in top 10
2021-09-30 10:40:58 lightning    INFO     
Epoch 00602: val_loss  was not in top 10
2021-09-30 10:41:27 lightning    INFO     
Epoch 00603: val_loss  was not in top 10
2021-09-30 10:41:56 lightning    INFO     
Epoch 00604: val_loss  was not in top 10
2021-09-30 10:42:25 lightning    INFO     
Epoch 00605: val_loss  was not in top 10
2021-09-30 10:42:55 lightning    INFO     
Epoch 00606: val_loss  was not in top 10
2021-09-30 10:43:24 lightning    INFO     
Epoch 00607: val_loss  was not in top 10
2021-09-30 10:43:53 lightning    INFO     
Epoch 00608: val_loss  was not in top 10
2021-09-30 10:44:22 lightning    INFO     
Epoch 00609: val_loss  was not in top 10
2021-09-30 10:44:51 lightning    INFO     
Epoch 00610: val_loss  was not in top 10
2021-09-30 10:45:20 lightning    INFO     
Epoch 00611: val_loss  was not in top 10
2021-09-30 10:45:49 lightning    INFO     
Epoch 00612: val_loss  was not in top 10
2021-09-30 10:46:18 lightning    INFO     
Epoch 00613: val_loss  was not in top 10
2021-09-30 10:46:47 lightning    INFO     
Epoch 00614: val_loss  was not in top 10
2021-09-30 10:47:15 lightning    INFO     
Epoch 00615: val_loss  was not in top 10
2021-09-30 10:47:46 lightning    INFO     
Epoch 00616: val_loss  was not in top 10
2021-09-30 10:48:14 lightning    INFO     
Epoch 00617: val_loss  was not in top 10
2021-09-30 10:48:44 lightning    INFO     
Epoch 00618: val_loss  was not in top 10
2021-09-30 10:49:12 lightning    INFO     
Epoch 00619: val_loss  was not in top 10
2021-09-30 10:49:41 lightning    INFO     
Epoch 00620: val_loss  was not in top 10
2021-09-30 10:50:10 lightning    INFO     
Epoch 00621: val_loss  was not in top 10
2021-09-30 10:50:38 lightning    INFO     
Epoch 00622: val_loss  was not in top 10
2021-09-30 10:51:07 lightning    INFO     
Epoch 00623: val_loss  was not in top 10
2021-09-30 10:51:35 lightning    INFO     
Epoch 00624: val_loss  was not in top 10
2021-09-30 10:52:06 lightning    INFO     
Epoch 00625: val_loss  was not in top 10
2021-09-30 10:52:37 lightning    INFO     
Epoch 00626: val_loss  was not in top 10
2021-09-30 10:53:06 lightning    INFO     
Epoch 00627: val_loss  was not in top 10
2021-09-30 10:53:34 lightning    INFO     
Epoch 00628: val_loss  was not in top 10
2021-09-30 10:54:04 lightning    INFO     
Epoch 00629: val_loss  was not in top 10
2021-09-30 10:54:32 lightning    INFO     
Epoch 00630: val_loss  was not in top 10
2021-09-30 10:55:01 lightning    INFO     
Epoch 00631: val_loss  was not in top 10
2021-09-30 10:55:30 lightning    INFO     
Epoch 00632: val_loss  was not in top 10
2021-09-30 10:55:58 lightning    INFO     
Epoch 00633: val_loss  was not in top 10
2021-09-30 10:56:26 lightning    INFO     
Epoch 00634: val_loss  was not in top 10
2021-09-30 10:56:55 lightning    INFO     
Epoch 00635: val_loss  was not in top 10
2021-09-30 10:57:23 lightning    INFO     
Epoch 00636: val_loss  was not in top 10
2021-09-30 10:57:53 lightning    INFO     
Epoch 00637: val_loss  was not in top 10
2021-09-30 10:58:21 lightning    INFO     
Epoch 00638: val_loss  was not in top 10
2021-09-30 10:58:50 lightning    INFO     
Epoch 00639: val_loss  was not in top 10
2021-09-30 10:59:18 lightning    INFO     
Epoch 00640: val_loss  was not in top 10
2021-09-30 10:59:47 lightning    INFO     
Epoch 00641: val_loss  was not in top 10
2021-09-30 11:00:16 lightning    INFO     
Epoch 00642: val_loss  was not in top 10
2021-09-30 11:00:44 lightning    INFO     
Epoch 00643: val_loss  was not in top 10
2021-09-30 11:01:13 lightning    INFO     
Epoch 00644: val_loss  was not in top 10
2021-09-30 11:01:41 lightning    INFO     
Epoch 00645: val_loss  was not in top 10
2021-09-30 11:02:09 lightning    INFO     
Epoch 00646: val_loss  was not in top 10
2021-09-30 11:02:38 lightning    INFO     
Epoch 00647: val_loss  was not in top 10
2021-09-30 11:03:07 lightning    INFO     
Epoch 00648: val_loss  was not in top 10
2021-09-30 11:03:35 lightning    INFO     
Epoch 00649: val_loss  was not in top 10
2021-09-30 11:04:04 lightning    INFO     
Epoch 00650: val_loss  was not in top 10
2021-09-30 11:04:32 lightning    INFO     
Epoch 00651: val_loss  was not in top 10
2021-09-30 11:05:01 lightning    INFO     
Epoch 00652: val_loss reached 0.18761 (best 0.17929), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=652-val_loss=0.1876.ckpt as top 10
2021-09-30 11:05:29 lightning    INFO     
Epoch 00653: val_loss  was not in top 10
2021-09-30 11:05:58 lightning    INFO     
Epoch 00654: val_loss  was not in top 10
2021-09-30 11:06:27 lightning    INFO     
Epoch 00655: val_loss  was not in top 10
2021-09-30 11:06:56 lightning    INFO     
Epoch 00656: val_loss  was not in top 10
2021-09-30 11:07:24 lightning    INFO     
Epoch 00657: val_loss  was not in top 10
2021-09-30 11:07:56 lightning    INFO     
Epoch 00658: val_loss  was not in top 10
2021-09-30 11:08:24 lightning    INFO     
Epoch 00659: val_loss  was not in top 10
2021-09-30 11:08:54 lightning    INFO     
Epoch 00660: val_loss  was not in top 10
2021-09-30 11:09:22 lightning    INFO     
Epoch 00661: val_loss  was not in top 10
2021-09-30 11:09:51 lightning    INFO     
Epoch 00662: val_loss  was not in top 10
2021-09-30 11:10:21 lightning    INFO     
Epoch 00663: val_loss  was not in top 10
2021-09-30 11:10:55 lightning    INFO     
Epoch 00664: val_loss  was not in top 10
2021-09-30 11:11:42 lightning    INFO     
Epoch 00665: val_loss  was not in top 10
2021-09-30 11:12:27 lightning    INFO     
Epoch 00666: val_loss  was not in top 10
2021-09-30 11:13:05 lightning    INFO     
Epoch 00667: val_loss  was not in top 10
2021-09-30 11:13:57 lightning    INFO     
Epoch 00668: val_loss reached 0.18223 (best 0.17929), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=668-val_loss=0.1822.ckpt as top 10
2021-09-30 11:14:36 lightning    INFO     
Epoch 00669: val_loss  was not in top 10
2021-09-30 11:15:31 lightning    INFO     
Epoch 00670: val_loss  was not in top 10
2021-09-30 11:16:16 lightning    INFO     
Epoch 00671: val_loss  was not in top 10
2021-09-30 11:16:46 lightning    INFO     
Epoch 00672: val_loss  was not in top 10
2021-09-30 11:17:20 lightning    INFO     
Epoch 00673: val_loss  was not in top 10
2021-09-30 11:17:50 lightning    INFO     
Epoch 00674: val_loss  was not in top 10
2021-09-30 11:18:20 lightning    INFO     
Epoch 00675: val_loss  was not in top 10
2021-09-30 11:18:50 lightning    INFO     
Epoch 00676: val_loss  was not in top 10
2021-09-30 11:19:26 lightning    INFO     
Epoch 00677: val_loss  was not in top 10
2021-09-30 11:19:59 lightning    INFO     
Epoch 00678: val_loss  was not in top 10
2021-09-30 11:20:33 lightning    INFO     
Epoch 00679: val_loss  was not in top 10
2021-09-30 11:21:03 lightning    INFO     
Epoch 00680: val_loss  was not in top 10
2021-09-30 11:21:33 lightning    INFO     
Epoch 00681: val_loss  was not in top 10
2021-09-30 11:22:04 lightning    INFO     
Epoch 00682: val_loss  was not in top 10
2021-09-30 11:22:34 lightning    INFO     
Epoch 00683: val_loss  was not in top 10
2021-09-30 11:23:05 lightning    INFO     
Epoch 00684: val_loss  was not in top 10
2021-09-30 11:23:42 lightning    INFO     
Epoch 00685: val_loss  was not in top 10
2021-09-30 11:24:14 lightning    INFO     
Epoch 00686: val_loss reached 0.19233 (best 0.17929), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=686-val_loss=0.1923.ckpt as top 10
2021-09-30 11:25:06 lightning    INFO     
Epoch 00687: val_loss  was not in top 10
2021-09-30 11:25:44 lightning    INFO     
Epoch 00688: val_loss  was not in top 10
2021-09-30 11:26:16 lightning    INFO     
Epoch 00689: val_loss  was not in top 10
2021-09-30 11:26:50 lightning    INFO     
Epoch 00690: val_loss  was not in top 10
2021-09-30 11:27:22 lightning    INFO     
Epoch 00691: val_loss  was not in top 10
2021-09-30 11:27:56 lightning    INFO     
Epoch 00692: val_loss  was not in top 10
2021-09-30 11:28:29 lightning    INFO     
Epoch 00693: val_loss  was not in top 10
2021-09-30 11:29:08 lightning    INFO     
Epoch 00694: val_loss  was not in top 10
2021-09-30 11:29:40 lightning    INFO     
Epoch 00695: val_loss  was not in top 10
2021-09-30 11:30:21 lightning    INFO     
Epoch 00696: val_loss  was not in top 10
2021-09-30 11:30:53 lightning    INFO     
Epoch 00697: val_loss  was not in top 10
2021-09-30 11:31:37 lightning    INFO     
Epoch 00698: val_loss  was not in top 10
2021-09-30 11:32:12 lightning    INFO     
Epoch 00699: val_loss  was not in top 10
2021-09-30 11:32:51 lightning    INFO     
Epoch 00700: val_loss  was not in top 10
2021-09-30 11:33:31 lightning    INFO     
Epoch 00701: val_loss  was not in top 10
2021-09-30 11:34:01 lightning    INFO     
Epoch 00702: val_loss reached 0.19404 (best 0.17929), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=702-val_loss=0.1940.ckpt as top 10
2021-09-30 11:34:32 lightning    INFO     
Epoch 00703: val_loss  was not in top 10
2021-09-30 11:35:01 lightning    INFO     
Epoch 00704: val_loss  was not in top 10
2021-09-30 11:35:35 lightning    INFO     
Epoch 00705: val_loss  was not in top 10
2021-09-30 11:36:10 lightning    INFO     
Epoch 00706: val_loss  was not in top 10
2021-09-30 11:36:46 lightning    INFO     
Epoch 00707: val_loss  was not in top 10
2021-09-30 11:37:22 lightning    INFO     
Epoch 00708: val_loss  was not in top 10
2021-09-30 11:37:56 lightning    INFO     
Epoch 00709: val_loss reached 0.18078 (best 0.17929), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=709-val_loss=0.1808.ckpt as top 10
2021-09-30 11:38:32 lightning    INFO     
Epoch 00710: val_loss reached 0.18630 (best 0.17929), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=710-val_loss=0.1863.ckpt as top 10
2021-09-30 11:39:06 lightning    INFO     
Epoch 00711: val_loss reached 0.18989 (best 0.17929), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=711-val_loss=0.1899.ckpt as top 10
2021-09-30 11:39:42 lightning    INFO     
Epoch 00712: val_loss  was not in top 10
2021-09-30 11:40:15 lightning    INFO     
Epoch 00713: val_loss  was not in top 10
2021-09-30 11:40:50 lightning    INFO     
Epoch 00714: val_loss  was not in top 10
2021-09-30 11:41:36 lightning    INFO     
Epoch 00715: val_loss  was not in top 10
2021-09-30 11:42:31 lightning    INFO     
Epoch 00716: val_loss  was not in top 10
2021-09-30 11:43:29 lightning    INFO     
Epoch 00717: val_loss  was not in top 10
2021-09-30 11:44:18 lightning    INFO     
Epoch 00718: val_loss reached 0.17353 (best 0.17353), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=718-val_loss=0.1735.ckpt as top 10
2021-09-30 11:45:05 lightning    INFO     
Epoch 00719: val_loss reached 0.19022 (best 0.17353), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=719-val_loss=0.1902.ckpt as top 10
2021-09-30 11:45:45 lightning    INFO     
Epoch 00720: val_loss  was not in top 10
2021-09-30 11:46:23 lightning    INFO     
Epoch 00721: val_loss  was not in top 10
2021-09-30 11:47:23 lightning    INFO     
Epoch 00722: val_loss  was not in top 10
2021-09-30 11:48:18 lightning    INFO     
Epoch 00723: val_loss  was not in top 10
2021-09-30 11:49:06 lightning    INFO     
Epoch 00724: val_loss reached 0.17018 (best 0.17018), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=724-val_loss=0.1702.ckpt as top 10
2021-09-30 11:50:13 lightning    INFO     
Epoch 00725: val_loss  was not in top 10
2021-09-30 11:50:47 lightning    INFO     
Epoch 00726: val_loss  was not in top 10
2021-09-30 11:51:18 lightning    INFO     
Epoch 00727: val_loss  was not in top 10
2021-09-30 11:51:50 lightning    INFO     
Epoch 00728: val_loss  was not in top 10
2021-09-30 11:52:19 lightning    INFO     
Epoch 00729: val_loss  was not in top 10
2021-09-30 11:52:50 lightning    INFO     
Epoch 00730: val_loss  was not in top 10
2021-09-30 11:53:20 lightning    INFO     
Epoch 00731: val_loss  was not in top 10
2021-09-30 11:53:53 lightning    INFO     
Epoch 00732: val_loss reached 0.18422 (best 0.17018), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=732-val_loss=0.1842.ckpt as top 10
2021-09-30 11:54:22 lightning    INFO     
Epoch 00733: val_loss  was not in top 10
2021-09-30 11:54:53 lightning    INFO     
Epoch 00734: val_loss  was not in top 10
2021-09-30 11:55:29 lightning    INFO     
Epoch 00735: val_loss  was not in top 10
2021-09-30 11:55:59 lightning    INFO     
Epoch 00736: val_loss  was not in top 10
2021-09-30 11:56:29 lightning    INFO     
Epoch 00737: val_loss  was not in top 10
2021-09-30 11:56:58 lightning    INFO     
Epoch 00738: val_loss  was not in top 10
2021-09-30 11:57:27 lightning    INFO     
Epoch 00739: val_loss  was not in top 10
2021-09-30 11:58:00 lightning    INFO     
Epoch 00740: val_loss  was not in top 10
2021-09-30 11:58:31 lightning    INFO     
Epoch 00741: val_loss reached 0.16558 (best 0.16558), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=741-val_loss=0.1656.ckpt as top 10
2021-09-30 11:59:01 lightning    INFO     
Epoch 00742: val_loss  was not in top 10
2021-09-30 11:59:31 lightning    INFO     
Epoch 00743: val_loss  was not in top 10
2021-09-30 12:00:03 lightning    INFO     
Epoch 00744: val_loss  was not in top 10
2021-09-30 12:00:51 lightning    INFO     
Epoch 00745: val_loss  was not in top 10
2021-09-30 12:01:30 lightning    INFO     
Epoch 00746: val_loss  was not in top 10
2021-09-30 12:02:00 lightning    INFO     
Epoch 00747: val_loss  was not in top 10
2021-09-30 12:02:46 lightning    INFO     
Epoch 00748: val_loss  was not in top 10
2021-09-30 12:03:44 lightning    INFO     
Epoch 00749: val_loss  was not in top 10
2021-09-30 12:04:19 lightning    INFO     
Epoch 00750: val_loss  was not in top 10
2021-09-30 12:04:49 lightning    INFO     
Epoch 00751: val_loss reached 0.17892 (best 0.16558), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=751-val_loss=0.1789.ckpt as top 10
2021-09-30 12:05:19 lightning    INFO     
Epoch 00752: val_loss  was not in top 10
2021-09-30 12:05:57 lightning    INFO     
Epoch 00753: val_loss  was not in top 10
2021-09-30 12:06:29 lightning    INFO     
Epoch 00754: val_loss  was not in top 10
2021-09-30 12:07:09 lightning    INFO     
Epoch 00755: val_loss  was not in top 10
2021-09-30 12:07:47 lightning    INFO     
Epoch 00756: val_loss  was not in top 10
2021-09-30 12:08:36 lightning    INFO     
Epoch 00757: val_loss  was not in top 10
2021-09-30 12:09:39 lightning    INFO     
Epoch 00758: val_loss reached 0.16996 (best 0.16558), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=758-val_loss=0.1700.ckpt as top 10
2021-09-30 12:10:32 lightning    INFO     
Epoch 00759: val_loss  was not in top 10
2021-09-30 12:11:08 lightning    INFO     
Epoch 00760: val_loss reached 0.18560 (best 0.16558), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=760-val_loss=0.1856.ckpt as top 10
2021-09-30 12:11:42 lightning    INFO     
Epoch 00761: val_loss  was not in top 10
2021-09-30 12:12:21 lightning    INFO     
Epoch 00762: val_loss  was not in top 10
2021-09-30 12:12:57 lightning    INFO     
Epoch 00763: val_loss  was not in top 10
2021-09-30 12:13:34 lightning    INFO     
Epoch 00764: val_loss  was not in top 10
2021-09-30 12:14:11 lightning    INFO     
Epoch 00765: val_loss  was not in top 10
2021-09-30 12:14:47 lightning    INFO     
Epoch 00766: val_loss  was not in top 10
2021-09-30 12:15:17 lightning    INFO     
Epoch 00767: val_loss  was not in top 10
2021-09-30 12:15:49 lightning    INFO     
Epoch 00768: val_loss reached 0.17463 (best 0.16558), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_2/epoch=768-val_loss=0.1746.ckpt as top 10
2021-09-30 12:16:21 lightning    INFO     
Epoch 00769: val_loss  was not in top 10
